X,Y
0.0,0.0
-1.7354079331286627,1.7995441938541281
-3.4708158662573254,3.5990883877082562
-5.206223799385988,5.398632581562384
-6.941631732514651,7.1981767754165125
-8.677039665643314,8.99772096927064
-10.412447598771976,10.797265163124768
-12.147855531900639,12.596809356978897
-13.883263465029302,14.396353550833025
-15.618671398157964,16.19589774468715
-17.354079331286627,17.99544193854128
-19.08948726441529,19.794986132395408
-20.824895197543952,21.594530326249537
-22.560303130672615,23.394074520103665
-24.295711063801278,25.193618713957793
-26.03111899692994,26.99316290781192
-27.766526930058603,28.79270710166605
-29.501934863187266,30.592251295520178
-31.23734279631593,32.3917954893743
-32.97275072944459,34.19133968322843
-34.708158662573254,35.99088387708255
-36.44356659570192,37.79042807093668
-38.17897452883058,39.5899722647908
-39.91438246195924,41.38951645864493
-41.649790395087905,43.18906065249905
-43.38519832821657,44.98860484635318
-45.12060626134523,46.7881490402073
-46.85601419447389,48.587693234061426
-48.591422127602556,50.38723742791555
-50.32683006073122,52.186781621769676
-52.06223799385988,53.9863258156238
-53.797645926988544,55.785870009477925
-55.53305386011721,57.58541420333205
-57.26846179324587,59.384958397186175
-59.00386972637453,61.1845025910403
-60.739277659503195,62.984046784894424
-62.47468559263186,64.78359097874855
-64.21009352576053,66.58313517260268
-65.9455014588892,68.38267936645681
-67.68090939201787,70.18222356031094
-69.41631732514654,71.98176775416508
-71.21586151900067,70.2463598210364
-73.0154057128548,68.51095188790774
-74.81494990670893,66.77554395477907
-76.61449410056306,65.0401360216504
-78.4140382944172,63.304728088521735
-80.21358248827133,61.56932015539307
-82.01312668212546,59.83391222226441
-83.81267087597959,58.09850428913575
-85.61221506983372,56.363096356007084
-87.41175926368786,54.62768842287842
-89.21130345754199,52.89228048974976
-91.01084765139612,51.156872556621096
-92.81039184525025,49.42146462349243
-94.60993603910438,47.68605669036377
-96.40948023295851,45.95064875723511
-98.20902442681265,44.215240824106445
-100.00856862066678,42.47983289097778
-101.80811281452091,40.74442495784912
-103.60765700837504,39.00901702472046
-105.40720120222917,37.273609091591794
-107.2067453960833,35.53820115846313
-109.00628958993744,33.80279322533447
-110.80583378379157,32.067385292205806
-112.6053779776457,30.331977359077143
-114.40492217149983,28.59656942594848
-116.20446636535397,26.861161492819818
-118.0040105592081,25.125753559691155
-119.80355475306223,23.390345626562492
-121.60309894691636,21.65493769343383
-123.4026431407705,19.919529760305167
-125.20218733462463,18.184121827176504
-127.00173152847876,16.44871389404784
-128.8012757223329,14.713305960919179
-130.60081991618702,12.977898027790516
-132.40036411004115,11.242490094661854
-134.19990830389528,9.50708216153319
-135.99945249774942,7.771674228404528
-137.79899669160355,6.0362662952758654
-139.59854088545768,4.300858362147203
-141.3980850793118,2.56545042901854
-139.66267714618314,0.7659062351644124
-137.92726921305447,-1.0336379586897153
-136.1918612799258,-2.833182152543843
-134.45645334679713,-4.632726346397971
-132.72104541366846,-6.432270540252098
-130.9856374805398,-8.231814734106226
-129.25022954741112,-10.031358927960355
-127.51482161428245,-11.830903121814483
-125.77941368115378,-13.630447315668611
-124.04400574802511,-15.42999150952274
-122.30859781489644,-17.229535703376868
-120.57318988176777,-19.029079897230996
-118.8377819486391,-20.828624091085125
-117.10237401551043,-22.628168284939253
-115.36696608238177,-24.42771247879338
-113.6315581492531,-26.22725667264751
-111.89615021612443,-28.026800866501638
-110.16074228299576,-29.826345060355766
-108.42533434986709,-31.625889254209895
-106.68992641673842,-33.42543344806402
-104.95451848360975,-35.224977641918144
-103.21911055048108,-37.02452183577227
-101.4837026173524,-38.824066029626394
-99.74829468422374,-40.62361022348052
-98.01288675109507,-42.42315441733464
-96.2774788179664,-44.22269861118877
-94.54207088483773,-46.02224280504289
-92.80666295170906,-47.82178699889702
-91.07125501858039,-49.62133119275114
-89.33584708545172,-51.42087538660527
-87.60043915232305,-53.22041958045939
-85.86503121919438,-55.01996377431352
-84.12962328606571,-56.81950796816764
-82.39421535293704,-58.61905216202177
-80.65880741980837,-60.41859635587589
-78.9233994866797,-62.218140549730016
-77.18799155355103,-64.01768474358414
-75.45258362042236,-65.81722893743827
-73.71717568729369,-67.6167731312924
-71.98176775416502,-69.41631732514654
-70.18222356031089,-67.68090939201787
-68.38267936645676,-65.9455014588892
-66.58313517260262,-64.21009352576053
-64.78359097874849,-62.474685592631864
-62.98404678489437,-60.7392776595032
-61.18450259104024,-59.00386972637454
-59.38495839718612,-57.268461793245876
-57.58541420333199,-55.533053860117214
-55.78587000947787,-53.79764592698855
-53.98632581562374,-52.06223799385989
-52.18678162176962,-50.326830060731226
-50.387237427915494,-48.59142212760256
-48.58769323406137,-46.8560141944739
-46.788149040207244,-45.12060626134524
-44.98860484635312,-43.385198328216575
-43.189060652498995,-41.64979039508791
-41.38951645864487,-39.91438246195925
-39.589972264790745,-38.17897452883059
-37.79042807093662,-36.443566595701924
-35.990883877082496,-34.70815866257326
-34.19133968322837,-32.9727507294446
-32.391795489374246,-31.237342796315936
-30.592251295520118,-29.501934863187273
-28.79270710166599,-27.76652693005861
-26.99316290781186,-26.031118996929948
-25.193618713957733,-24.295711063801285
-23.394074520103604,-22.560303130672622
-21.594530326249476,-20.82489519754396
-19.794986132395348,-19.089487264415297
-17.99544193854122,-17.354079331286634
-16.19589774468709,-15.618671398157971
-14.396353550832963,-13.883263465029309
-12.596809356978834,-12.147855531900646
-10.797265163124706,-10.412447598771983
-8.997720969270578,-8.67703966564332
-7.198176775416449,-6.941631732514658
-5.398632581562321,-5.206223799385995
-3.5990883877081927,-3.4708158662573325
-1.7995441938540646,-1.7354079331286698
6.350475700855895e-14,-7.105427357601002e-15
1.7995441938541916,1.7354079331286556
3.5990883877083197,3.4708158662573183
5.398632581562448,5.206223799385981
7.198176775416576,6.941631732514644
8.997720969270704,8.677039665643306
10.797265163124832,10.41244759877197
12.59680935697896,12.147855531900632
14.396353550833089,13.883263465029295
16.195897744687215,15.618671398157957
17.995441938541344,17.35407933128662
19.794986132395472,19.089487264415283
21.5945303262496,20.824895197543945
23.39407452010373,22.560303130672608
25.193618713957857,24.29571106380127
26.993162907811985,26.031118996929933
28.792707101666114,27.766526930058596
30.592251295520242,29.50193486318726
32.39179548937437,31.23734279631592
34.19133968322849,32.972750729444584
35.99088387708262,34.70815866257325
37.79042807093674,36.44356659570191
39.589972264790866,38.17897452883057
41.38951645864499,39.914382461959235
43.189060652499116,41.6497903950879
44.98860484635324,43.38519832821656
46.788149040207365,45.12060626134522
48.58769323406149,46.856014194473886
50.387237427915615,48.59142212760255
52.18678162176974,50.32683006073121
53.986325815623864,52.062237993859874
55.78587000947799,53.79764592698854
57.585414203332114,55.5330538601172
59.38495839718624,57.26846179324586
61.18450259104036,59.003869726374525
62.98404678489449,60.73927765950319
64.78359097874862,62.47468559263185
66.58313517260275,64.21009352576051
68.38267936645688,65.94550145888917
70.18222356031102,67.68090939201784
71.98176775416515,69.41631732514651
69.4825543565087,69.47902612017963
66.98334095885225,69.54173491521274
64.4841275611958,69.60444371024586
61.98491416353936,69.66715250527898
59.48570076588291,69.7298613003121
56.98648736822646,69.79257009534521
54.487273970570016,69.85527889037833
51.98806057291357,69.91798768541145
49.48884717525712,69.98069648044456
46.98963377760067,70.04340527547768
44.490420379944226,70.1061140705108
41.99120698228778,70.16882286554392
39.49199358463133,70.23153166057703
36.99278018697488,70.29424045561015
34.493566789318436,70.35694925064327
31.994353391661985,70.41965804567639
29.495139994005534,70.4823668407095
26.995926596349083,70.54507563574262
24.496713198692632,70.60778443077574
21.99749980103618,70.67049322580885
19.49828640337973,70.73320202084197
16.99907300572328,70.79591081587509
14.49985960806683,70.8586196109082
12.00064621041038,70.92132840594132
9.501432812753931,70.98403720097444
7.002219415097482,71.04674599600756
4.503006017441033,71.10945479104068
2.003792619784583,71.1721635860738
-0.49542077787186667,71.23487238110691
-2.9946341755283163,71.29758117614003
-5.493847573184766,71.36028997117315
-7.993060970841215,71.42299876620626
-10.492274368497664,71.48570756123938
-12.991487766154114,71.5484163562725
-15.490701163810563,71.61112515130561
-17.989914561467014,71.67383394633873
-20.489127959123465,71.73654274137185
-22.988341356779916,71.79925153640497
-25.487554754436367,71.86196033143808
-27.986768152092818,71.9246691264712
-29.104000839176607,74.16113757536816
-30.221233526260395,76.39760602426512
-31.338466213344184,78.63407447316207
-32.45569890042797,80.87054292205903
-33.57293158751175,83.10701137095599
-34.69016427459554,85.34347981985294
-35.80739696167932,87.5799482687499
-36.92462964876311,89.81641671764686
-38.04186233584689,92.05288516654382
-39.15909502293068,94.28935361544077
-40.27632771001446,96.52582206433773
-41.39356039709825,98.76229051323469
-42.51079308418203,100.99875896213165
-43.62802577126582,103.2352274110286
-44.7452584583496,105.47169585992556
-45.86249114543339,107.70816430882252
-46.97972383251717,109.94463275771948
-48.09695651960096,112.18110120661643
-49.21418920668474,114.41756965551339
-50.33142189376853,116.65403810441035
-51.44865458085231,118.8905065533073
-52.5658872679361,121.12697500220426
-53.68311995501988,123.36344345110122
-54.80035264210367,125.59991189999818
-55.91758532918745,127.83638034889513
-57.03481801627124,130.0728487977921
-58.15205070335502,132.30931724668903
-59.26928339043881,134.54578569558598
-60.38651607752259,136.78225414448292
-61.50374876460638,139.01872259337986
-62.62098145169016,141.2551910422768
-63.73821413877395,143.49165949117375
-64.85544682585774,145.7281279400707
-65.97267951294153,147.96459638896764
-67.08991220002531,150.20106483786458
-68.2071448871091,152.43753328676152
-69.32437757419288,154.67400173565846
-70.44161026127667,156.9104701845554
-71.55884294836045,159.14693863345235
-72.67607563544423,161.3834070823493
-74.50114907271202,163.09194650202318
-76.32622250997981,164.80048592169706
-78.1512959472476,166.50902534137094
-79.9763693845154,168.21756476104483
-81.80144282178318,169.9261041807187
-83.62651625905097,171.6346436003926
-85.45158969631876,173.34318302006648
-87.27666313358655,175.05172243974036
-89.10173657085434,176.76026185941424
-90.92681000812213,178.46880127908813
-88.91245152912825,179.94946326553386
-86.89809305013436,181.4301252519796
-84.88373457114048,182.91078723842534
-82.8693760921466,184.39144922487108
-80.85501761315271,185.87211121131682
-78.84065913415883,187.35277319776256
-76.82630065516494,188.8334351842083
-74.81194217617106,190.31409717065404
-72.79758369717717,191.79475915709978
-70.78322521818329,193.27542114354551
-68.7688667391894,194.75608312999125
-66.75450826019552,196.236745116437
-64.74014978120164,197.71740710288273
-62.72579130220776,199.19806908932847
-60.71143282321388,200.6787310757742
-58.697074344220006,202.15939306221995
-56.68271586522613,203.6400550486657
-54.66835738623225,205.12071703511143
-52.653998907238375,206.60137902155716
-50.6396404282445,208.0820410080029
-50.60162567561377,210.58175196701046
-50.56361092298304,213.08146292601802
-50.52559617035231,215.58117388502558
-50.48758141772158,218.08088484403314
-50.44956666509085,220.5805958030407
-50.41155191246012,223.08030676204825
-50.37353715982939,225.5800177210558
-50.33552240719866,228.07972868006337
-50.29750765456793,230.57943963907093
-50.2594929019372,233.07915059807848
-50.22147814930647,235.57886155708604
-50.18346339667574,238.0785725160936
-50.14544864404501,240.57828347510116
-50.10743389141428,243.07799443410872
-50.06941913878355,245.57770539311628
-50.03140438615282,248.07741635212383
-49.99338963352209,250.5771273111314
-49.95537488089136,253.07683827013895
-49.91736012826063,255.5765492291465
-49.8793453756299,258.07626018815404
-49.84133062299917,260.57597114716157
-49.80331587036844,263.0756821061691
-49.765301117737714,265.5753930651766
-49.727286365106984,268.07510402418416
-49.689271612476254,270.5748149831917
-49.651256859845525,273.0745259421992
-49.613242107214795,275.57423690120675
-49.575227354584065,278.0739478602143
-49.537212601953335,280.5736588192218
-49.499197849322606,283.07336977822933
-49.461183096691876,285.57308073723686
-49.423168344061146,288.0727916962444
-49.38515359143042,290.5725026552519
-49.34713883879969,293.07221361425945
-49.30912408616896,295.571924573267
-49.27110933353823,298.0716355322745
-49.2330945809075,300.57134649128204
-49.19507982827677,303.0710574502896
-49.15706507564604,305.5707684092971
-49.11905032301531,308.07047936830463
-49.08103557038458,310.57019032731216
-49.04302081775385,313.0699012863197
-49.00500606512312,315.5696122453272
-48.96699131249239,318.06932320433475
-48.92897655986166,320.5690341633423
-48.89096180723093,323.0687451223498
-48.8529470546002,325.56845608135734
-48.81493230196947,328.06816704036487
-48.77691754933874,330.5678779993724
-48.73890279670801,333.06758895837993
-48.70088804407728,335.56729991738746
-48.66287329144655,338.067010876395
-48.62485853881582,340.5667218354025
-48.58684378618509,343.06643279441005
-48.54882903355436,345.5661437534176
-48.51081428092363,348.0658547124251
-48.4727995282929,350.56556567143264
-48.43478477566217,353.06527663044017
-48.39677002303144,355.5649875894477
-48.358755270400714,358.0646985484552
-48.320740517769984,360.56440950746276
-48.282725765139254,363.0641204664703
-48.244711012508525,365.5638314254778
-48.206696259877795,368.06354238448534
-48.168681507247065,370.5632533434929
-48.130666754616335,373.0629643025004
-48.092652001985606,375.56267526150793
-48.054637249354876,378.06238622051546
-48.016622496724146,380.562097179523
-47.978607744093416,383.0618081385305
-47.94059299146269,385.56151909753805
-47.90257823883196,388.0612300565456
-47.86456348620123,390.5609410155531
-47.8265487335705,393.06065197456064
-47.78853398093977,395.5603629335682
-47.75051922830904,398.0600738925757
-47.71250447567831,400.55978485158323
-47.67448972304758,403.05949581059076
-47.63647497041685,405.5592067695983
-47.59846021778612,408.0589177286058
